EventTemplate,AdldEventId
"Recovering lease for file <*>, src=hdfs:<*><*>:<*><*>",1635
"BLOCK* internalReleaseLease: Committed blocks are minimally replicated, lease removed, file closed.",1636
Lease recovery failed for file <*>,1637
Configuration value retrieved successfully.,1638
Failed to initialize HostRestrictingAuthorizationFilter.,1639
The reading thread has been interrupted.,1640
"Last block length <*> is less than reportedLastBlockSize <*>, length - sumBlockLengths, reportedLastBlockSize",1641
"Added lastBlockCrc <*>x<*>a<*>b<*>c<*>d for block index <*> of size <*>, Integer.toString(lastBlockCrc, <*>), locatedBlocks.size() - <*>, consumedLastBlockLength",1642
NameNode rolling its own edit log because number of edits in open segment exceeds threshold of <*>,1643
Swallowing exception in NameNodeEditLogRoller: java.io.IOException: Simulated disk error,1644
"NameNodeEditLogRoller was interrupted, exiting",1645
FileSystem is hdfs:<*><*>:<*>,1646
Ignoring cache report from datanode_<*> because dfs.namenode.caching.enabled = false. number of blocks: <*>,1647
processCacheReport from dead or unregistered datanode: datanode_<*>,1648
"Processed cache report from datanode_<*>, blocks: <*>, processing time: <*> msecs",1649
Chosen nodes: <*>,1650
Excluded nodes: <*>,1651
Chosen nodes:,1652
Excluded nodes:,1653
New Excluded nodes:,1654
"Best effort placement failed: expecting {} replicas, only chose {}.",1655
Only able to place <*> of total expected <*>,1656
Caught exception was: Not enough space,1657
Failed to add all inodes: java.io.IOException: Add all operation failed,1658
Took <*> ms to collect <*> open files with leases under <*>,1659
Rolling forward previously half-completed synchronization: <*> -> <*>; journal id: <*>,1660
Error report from datanode<*>: error message,1661
Disk error on datanode<*>: disk is full,1662
Fatal disk error on datanode<*>: disk failure,1663
Read data interrupted.,1664
getECTopologyResultForPolicies called,1665
Generated new storageID ds-<*>-<*>-abcde for directory <*> with storage type DISK,1666
"BlockReader failed to seek to <*>. Instead, it seeked to <*>.",1667
Exception while seek to <*> from <*> of <*> from https:<*>:<*>,1668
Acquiring write lock to replay edit log,1669
op=FSImageFormat,1670
FSImage.formatEditLogReplayError,1671
replaying edit log: <*>/<*> transactions completed. (<*>%),1672
maxTxnsToRead = <*> actual edits read = <*>,1673
NFS SETATTR fileHandle: FileHandle client: <*>.<*>.<*>.<*>,1674
"Setting file size is not supported when setattr, fileId: <*>",1675
Exception,1676
Uploaded image with txid <*> to namenode at http:<*> in <*>.<*> seconds,1677
Namenode is in safemode,1678
Computing block reconstruction work,1679
Updating block state,1680
Computing invalidate work,1681
DIR* completeFile: request from datanode<*> to complete inode <*><*> which is already closed.,1682
Interrupted when sending OOB message.,1683
Got error when sending OOB message.,1684
Failed to delete restart meta file: <*>,1685
Volume removed successfully.,1686
Remove volume method invoked,1687
EC Topology Verifier Result for specified policies,1688
Audit event: getECTopologyResultForPolicies,1689
CacheManagerSection parsed successfully,1690
Loading cache <*> data,1691
Incrementing counter for cache pool,1692
Error updating cache for metadata_cache,1693
Cache update failed for cache metadata_cache,1694
"Skipping State Store cache update, driver is not ready.",1695
Journal at https:<*><*>:<*> has no edit logs,1696
EditLogManifest response does not have fromUrl field set. Aborting current sync attempt,1697
Aborting current sync attempt.,1698
Got batchedListing: BatchedDirectoryListingInfo,1699
No more elements,1700
Allowed operation WRITE for <*>,1701
concat is enabled,1702
Safe mode is off,1703
FSDirConcatOp.concat is successful,1704
Syncing edit log,1705
User hadoop_user performed concat operation on <*><*> to <*><*> with permissions READ|WRITE,1706
logAuditEvent,1707
Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via java.lang.Exception Total suppressed write-lock held time: <*>,1708
DFSClient check open,1709
Closer check completed,1710
Packet queued,1711
Last queued seqno retrieved,1712
Can't send invalid block,1713
bp-<*> Starting thread to transfer blk_<*> to <*>,1714
Adding set replication record to edit log,1715
Removing backup journal https:<*>:<*>,1716
"Successfully cached one replica:block_<*> into persistent memory, <*>",1717
Delete <*><*>.pmem due to unsuccessful mapping.,1718
Shutting down connection pool <*> used <*> seconds ago,1719
Save namespace to <*>,1720
Could not create KeyProvider for DFSClient !!,1721
Unable to stop existing writer for block blk_<*>_<*> after <*> milliseconds.,1722
"Retrieval of slow peer report for all nodes is disabled. To enable it, please enable config dfs.datanode.peer.stats.enabled.",1723
<*> <*> are required for the erasure coding policies: policy-<*>. The number of <*> is only <*>.,1724
"Unable to abort file <*><*>.tmp, due to java.io.IOException: Disk quota exceeded",1725
Unable to delete temporary file <*><*>.tmp during abort,1726
Operation: getFileInfo Status: succeeded TokenId: token_<*>,1727
Could not construct Shared Edits Uri,1728
"The conf property not set properly, it has been configured with different journalnode values",1729
NameNode process will exit now... The saved FsImage fsimage_<*> is potentially corrupted.,1730
The dependency call returned null for host namenode<*>,1731
Failed to change storage policy satisfier as dfs.storage.policy.enabled set to false,1732
"Updating SPS service status, current mode:INTERNAL, new mode:EXTERNAL",1733
"Updating SPS service status, current mode:EXTERNAL, new mode:EXTERNAL",1734
"Storage policy satisfier is already in mode:EXTERNAL, so ignoring change mode event.",1735
"Updating SPS service status, current mode:NONE, new mode:NONE",1736
"Storage policy satisfier is already disabled, mode:NONE so ignoring change mode event.",1737
"Updating SPS service status, current mode:INTERNAL, new mode:NONE",1738
"Disabling StoragePolicySatisfier, mode:INTERNAL",1739
"Updating SPS service status, current mode:INTERNAL, new mode:INVALID",1740
Given mode: INVALID is invalid,1741
Checking if security is enabled,1742
this + : + removedFrom + no longer contains + replica + . refCount + (<*> - <*>) + -> + <*> + StringUtils.getStackTrace(Thread.currentThread()),1743
Got IOException at position <*>,1744
Attempt to insert record <*><*> that already exists,1745
Getting the file status for <*>,1746
Path <*> is a folder.,1747
Found the path: <*> as a file.,1748
Cannot write data to <*><*>,1749
Attempt to insert record <*> that already exists,1750
Namenode is not operational: StandbyNamenodeInfo,1751
Received service state: ACTIVE from HA namenode: ActiveNamenodeInfo,1752
Reporting non-HA namenode as operational: StandbyNamenodeInfo,1753
Cannot register namenode NamenodeStatusReport,1754
"Block recovery attempt for block-<*> rejected, as the previous attempt times out in <*> seconds.",1755
BLOCK* NameSystem.LowRedundancyBlock.remove: Removing block blk_<*> from priority queue <*>,1756
"Exception while creating remote block reader, datanode datanode<*>:<*>",1757
Failed to get number of blocks pending replica,1758
"visiting org.apache.hadoop.hdfs.server.datanode.ReplicaInfo with outstandingMmapCount=<*>, replicas=<*>, failedLoads=<*>, evictable=true, evictableMmapped=false",1759
NFS PATHCONF fileHandle: file_handle_<*> client: client_address,1760
Can't get path for fileId: file_id_<*>,1761
error closing TcpPeerServer: java.io.IOException: Connection reset by peer,1762
Formatting storage directory,1763
Compiling report for volume: ProvidedVolumeImpl; bpid: someBpid,1764
Audit event logged,1765
Cannot remove record <*>,1766
"Cannot remove records com.example.MyClass query SELECT * FROM table WHERE id = <*>, java.lang.Exception: Remove operation failed",1767
Cannot remove records RouterNamenode class org.apache.hadoop.hdfs.server.federation.store.records.RouterNamenode query RouterNamenodeQueryFilter,1768
Cannot remove records com.example.AnotherClass query SELECT * FROM another_table WHERE status = <*>,1769
Cannot remove <*><*>,1770
Reconfiguring <*> to <*>,1771
RECONFIGURE* changed datanode to <*>ms,1772
Reconfiguring dfs.datanode.fileio.profiling.sampling.percentage to <*>,1773
DFSConfigKeys.DFS_DATANODE_FILEIO_PROFILING_SAMPLING_PERCENTAGE_KEY set to <*>. Disabling file IO profiling,1774
DFSConfigKeys.DFS_DATANODE_FILEIO_PROFILING_SAMPLING_PERCENTAGE_KEY set to <*>. Enabling file IO profiling,1775
Disk Outlier Detection daemon did not shutdown,1776
Reconfiguring dfs.datanode.min.outlier.detection.disks to <*>,1777
Handling deprecation for property,1778
Reconfiguring dfs.datanode.slowdisk.low.threshold.ms to <*>,1779
message,1780
RECONFIGURE* changed dfs.datanode.outliers.report.interval.ms to <*>,1781
NameSystem.concat to <*>,1782
DIR* NameSystem.appendFile: file <*> for datanode<*> at <*>.<*>.<*>.<*> block blk_<*> block size <*>,1783
Cannot generate JSON of mount table from store: NullPointerException,1784
"Block recovery: Ignored replica with invalid original state: BlockInfo(blockId=<*>, numBytes=<*>, generationStamp=<*>, replicas=<*>]) from DataNode: datanode_<*>",1785
"Failed to recover block (block=BlockInfo(blockId=<*>, numBytes=<*>, generationStamp=<*>, replicas=<*>]), datanode=datanode_<*>)",1786
"Block recovery for block BlockInfo(blockId=<*>, numBytes=<*>, generationStamp=<*>, replicas=<*>]) succeeded",1787
"Block recovery: DataNode: datanode_<*> does not have replica for block: BlockInfo(blockId=<*>, numBytes=<*>, generationStamp=<*>, replicas=<*>])",1788
Finalizing upgrade of storage directory <*>,1789
Finalize upgrade for <*> is complete.,1790
Loading INode directory section.,1791
Finished loading INode directory section in <*>ms,1792
Refresh Responses:,1793
Failed to get response.,1794
Setting up storage: nsid=<*>; bpid=BP-<*>-<*>.<*>.<*>.<*>-<*>; lv=-<*>; nsInfo=<*>; dnuuid=<*>ba<*>-<*>-<*>c<*>-b<*>b-<*>dd<*>a<*>f,1795
"The Short Circuit Local Read latency, <*> ms, is higher then the threshold (<*> ms). Suppressing further warnings for this BlockReaderLocal.",1796
Access denied to user hadoop_user for operation READ on <*>,1797
"Invalid delegation token, attempting to renew",1798
Renewed delegation token successfully,1799
IOException occurred while connecting to datanode: Connection refused,1800
Retrying connection to datanode after <*> seconds,1801
rollEditLog,1802
addDirective of Cache directive for pool data_pool_<*> and path <*> <*> <*> <*> <*> <*> <*>,1803
"Skipping disk from computation. Maximum data size achieved., <*><*>",1804
"Next Step: MOVE, MOVE",1805
"Skipping disk from computation. <*> data size achieved., <*><*>",1806
"Skipping disk from computation. Minimum data size achieved., <*><*>",1807
"Queued <*>, <*>",1808
Exception in doCheckpoint:,1809
Throwable Exception in doCheckpoint:,1810
"dfs.namenode.decommission.max-concurrent-tracked-nodes is set to an invalid value, it must be zero or greater. Defaulting to <*>, dfs.namenode.decommission.max-concurrent-tracked-nodes, <*>",1811
IOUtils.cleanupWithLogger called,1812
getJournalManager().doRollback called,1813
storage.refreshStorage called,1814
ShortCircuitCache: cache cleaner running at <*>,1815
CacheCleaner: purging replica,1816
ShortCircuitCache: finishing cache cleaner run started at <*>. Demoted <*> mmapped replicas; purged <*> replicas.,1817
Removing re-encryption status of zone zone-<*>,1818
Exception while edit logging: Disk is full,1819
Unable to fetch namespace information from any remote NN. Possible NameNodes: <*>,1820
Layout version on remote node <*> does not match this node's layout version <*>,1821
The active NameNode is in Upgrade. Prepare the upgrade for the standby NameNode as well.,1822
*BLOCK* NameNode.blockReceivedAndDeleted: from datanode-<*> <*> blocks.,1823
"do write, fileHandle <*><*> offset: <*> length: <*> stableHow: UNSTABLE, handle.dumpFileHandle(), <*>, <*>, UNSTABLE.name()",1824
"After writing <*> at offset <*>, updated the memory count, new value: <*>, handle.dumpFileHandle(), <*>, nonSequentialWriteInMemory.get()",1825
